workerId;itemId;ENCODING;OPTION_0_CONDITION_NO;OPTION_1_CONDITION_NO;ITEM_FUNCTION;ITEM_SUBGROUP;ANSWER;ANSWER_CONDITION_NO;ANSWER_POSITION;PRESENTATION_ORDER;PRESENTATION_ORDER_CONDITION;rt;time_elapsed;trial_index;;;;;;;;;;;;;;;;;;;;;;;;
231;f37_1_2;f37;1;2;filler;pseudo_CC/COM;grammatical;1;above;grammatical >> *;condition 1 >> condition 2;10163;837737;70;;;;;;;;;;;;;;;;;;;;;;;;
231;f33_1_3;f33;1;3;filler;unrelated;?;3;below;grammatical >> ?;condition 1 >> condition 3;8702;846440;71;;;;;;;;;;;;;;;;;;;;;;;;
232;f28_1_2;f28;1;2;filler;unrelated;grammatical;1;below;* >> grammatical;condition 2 >> condition 1;4154;56462;8;;;;;;;;;;;;;;;;;;;;;;;;
232;f43_1_3;f43;1;3;filler;unrelated;grammatical;1;above;grammatical >> ?;condition 1 >> condition 3;5009;139704;18;;;;;;;;;;;;;;;;;;;;;;;;
232;f30_1_3;f30;1;3;filler;unrelated;grammatical;1;above;grammatical >> ?;condition 1 >> condition 3;8972;158531;21;;;;;;;;;;;;;;;;;;;;;;;;
232;f46_1_3;f46;1;3;filler;unrelated;?;3;above;? >> grammatical;condition 3 >> condition 1;10016;193619;26;;;;;;;;;;;;;;;;;;;;;;;;
232;f23_1_3;f23;1;3;filler;pseudo_windef;grammatical;1;above;grammatical >> ?;condition 1 >> condition 3;5887;218446;30;;;;;;;;;;;;;;;;;;;;;;;;
232;f47_1_2;f47;1;2;filler;unrelated;grammatical;1;below;* >> grammatical;condition 2 >> condition 1;3793;233716;33;;;;;;;;;;;;;;;;;;;;;;;;
232;f41_1_3;f41;1;3;filler;unrelated (pseudo_manner);grammatical;1;below;? >> grammatical;condition 3 >> condition 1;22632;263466;35;;;;;;;;;;;;;;;;;;;;;;;;
232;f22_1_3;f22;1;3;filler;pseudo_windef;grammatical;1;above;grammatical >> ?;condition 1 >> condition 3;6807;324258;45;;;;;;;;;;;;;;;;;;;;;;;;
232;f33_1_3;f33;1;3;filler;unrelated;grammatical;1;above;grammatical >> ?;condition 1 >> condition 3;6335;340916;49;;;;;;;;;;;;;;;;;;;;;;;;
232;f38_1_3;f38;1;3;filler;unrelated;grammatical;1;above;grammatical >> ?;condition 1 >> condition 3;7964;366747;54;;;;;;;;;;;;;;;;;;;;;;;;
232;f20_1_3;f20;1;3;filler;pseudo_windef;grammatical;1;above;grammatical >> ?;condition 1 >> condition 3;6524;381869;56;;;;;;;;;;;;;;;;;;;;;;;;
232;f37_1_2;f37;1;2;filler;pseudo_CC/COM;grammatical;1;above;grammatical >> *;condition 1 >> condition 2;5545;461391;68;;;;;;;;;;;;;;;;;;;;;;;;
232;f29_1_3;f29;1;3;filler;unrelated;grammatical;1;above;grammatical >> ?;condition 1 >> condition 3;6942;473041;70;;;;;;;;;;;;;;;;;;;;;;;;
232;f27_1_3;f27;1;3;filler;pseudo_manner/COM;grammatical;1;above;grammatical >> ?;condition 1 >> condition 3;6373;479419;71;;;;;;;;;;;;;;;;;;;;;;;;
233;f43_1_3;f43;1;3;filler;unrelated;grammatical;1;above;grammatical >> ?;condition 1 >> condition 3;8877;128673;10;;;;;;;;;;;;;;;;;;;;;;;;
233;f46_1_3;f46;1;3;filler;unrelated;grammatical;1;above;grammatical >> ?;condition 1 >> condition 3;16755;262408;18;;;;;;;;;;;;;;;;;;;;;;;;
233;f29_1_3;f29;1;3;filler;unrelated;grammatical;1;below;? >> grammatical;condition 3 >> condition 1;8678;287299;20;;;;;;;;;;;;;;;;;;;;;;;;
233;f23_1_3;f23;1;3;filler;pseudo_windef;grammatical;1;below;? >> grammatical;condition 3 >> condition 1;6683;372153;27;;;;;;;;;;;;;;;;;;;;;;;;
233;f28_1_2;f28;1;2;filler;unrelated;grammatical;1;above;grammatical >> *;condition 1 >> condition 2;9448;400407;30;;;;;;;;;;;;;;;;;;;;;;;;
233;f30_1_3;f30;1;3;filler;unrelated;grammatical;1;below;? >> grammatical;condition 3 >> condition 1;7842;460757;36;;;;;;;;;;;;;;;;;;;;;;;;
233;f27_1_3;f27;1;3;filler;pseudo_manner/COM;grammatical;1;below;? >> grammatical;condition 3 >> condition 1;7626;480630;39;;;;;;;;;;;;;;;;;;;;;;;;
233;f22_1_3;f22;1;3;filler;pseudo_windef;grammatical;1;above;grammatical >> ?;condition 1 >> condition 3;11331;543919;44;;;;;;;;;;;;;;;;;;;;;;;;
233;f37_1_2;f37;1;2;filler;pseudo_CC/COM;grammatical;1;above;grammatical >> *;condition 1 >> condition 2;8525;578355;47;;;;;;;;;;;;;;;;;;;;;;;;
233;f47_1_2;f47;1;2;filler;unrelated;grammatical;1;below;* >> grammatical;condition 2 >> condition 1;6796;666078;56;;;;;;;;;;;;;;;;;;;;;;;;
233;f41_1_3;f41;1;3;filler;unrelated (pseudo_manner);grammatical;1;below;? >> grammatical;condition 3 >> condition 1;9866;728868;61;;;;;;;;;;;;;;;;;;;;;;;;
233;f20_1_3;f20;1;3;filler;pseudo_windef;grammatical;1;below;? >> grammatical;condition 3 >> condition 1;5621;750065;64;;;;;;;;;;;;;;;;;;;;;;;;
233;f38_1_3;f38;1;3;filler;unrelated;grammatical;1;above;grammatical >> ?;condition 1 >> condition 3;7942;769160;66;;;;;;;;;;;;;;;;;;;;;;;;
233;f33_1_3;f33;1;3;filler;unrelated;?;3;above;? >> grammatical;condition 3 >> condition 1;25905;817959;69;;;;;;;;;;;;;;;;;;;;;;;;
234;f29_1_3;f29;1;3;filler;unrelated;grammatical;1;above;grammatical >> ?;condition 1 >> condition 3;5665;67367;8;;;;;;;;;;;;;;;;;;;;;;;;
234;f46_1_3;f46;1;3;filler;unrelated;grammatical;1;above;grammatical >> ?;condition 1 >> condition 3;8349;82650;10;;;;;;;;;;;;;;;;;;;;;;;;
234;f38_1_3;f38;1;3;filler;unrelated;grammatical;1;below;? >> grammatical;condition 3 >> condition 1;3449;97934;12;;;;;;;;;;;;;;;;;;;;;;;;
234;f27_1_3;f27;1;3;filler;pseudo_manner/COM;?;3;below;grammatical >> ?;condition 1 >> condition 3;6765;109052;14;;;;;;;;;;;;;;;;;;;;;;;;
234;f43_1_3;f43;1;3;filler;unrelated;grammatical;1;below;? >> grammatical;condition 3 >> condition 1;2898;134437;20;;;;;;;;;;;;;;;;;;;;;;;;
234;f23_1_3;f23;1;3;filler;pseudo_windef;grammatical;1;above;grammatical >> ?;condition 1 >> condition 3;9666;172439;25;;;;;;;;;;;;;;;;;;;;;;;;
234;f30_1_3;f30;1;3;filler;unrelated;grammatical;1;below;? >> grammatical;condition 3 >> condition 1;5598;183490;27;;;;;;;;;;;;;;;;;;;;;;;;
234;f41_1_3;f41;1;3;filler;unrelated (pseudo_manner);grammatical;1;below;? >> grammatical;condition 3 >> condition 1;7882;273378;38;;;;;;;;;;;;;;;;;;;;;;;;
234;f28_1_2;f28;1;2;filler;unrelated;grammatical;1;below;* >> grammatical;condition 2 >> condition 1;6533;320181;46;;;;;;;;;;;;;;;;;;;;;;;;
234;f20_1_3;f20;1;3;filler;pseudo_windef;grammatical;1;below;? >> grammatical;condition 3 >> condition 1;4149;331332;48;;;;;;;;;;;;;;;;;;;;;;;;
234;f22_1_3;f22;1;3;filler;pseudo_windef;grammatical;1;above;grammatical >> ?;condition 1 >> condition 3;8016;383168;55;;;;;;;;;;;;;;;;;;;;;;;;
234;f47_1_2;f47;1;2;filler;unrelated;grammatical;1;above;grammatical >> *;condition 1 >> condition 2;12782;497382;66;;;;;;;;;;;;;;;;;;;;;;;;
234;f33_1_3;f33;1;3;filler;unrelated;?;3;above;? >> grammatical;condition 3 >> condition 1;5398;510964;68;;;;;;;;;;;;;;;;;;;;;;;;
234;f37_1_2;f37;1;2;filler;pseudo_CC/COM;grammatical;1;below;* >> grammatical;condition 2 >> condition 1;5165;529215;70;;;;;;;;;;;;;;;;;;;;;;;;
236;f38_1_3;f38;1;3;filler;unrelated;grammatical;1;above;grammatical >> ?;condition 1 >> condition 3;5354;61926;7;;;;;;;;;;;;;;;;;;;;;;;;
236;f23_1_3;f23;1;3;filler;pseudo_windef;grammatical;1;below;? >> grammatical;condition 3 >> condition 1;4196;103028;13;;;;;;;;;;;;;;;;;;;;;;;;
236;f46_1_3;f46;1;3;filler;unrelated;grammatical;1;above;grammatical >> ?;condition 1 >> condition 3;19356;132730;15;;;;;;;;;;;;;;;;;;;;;;;;
236;f27_1_3;f27;1;3;filler;pseudo_manner/COM;grammatical;1;above;grammatical >> ?;condition 1 >> condition 3;5308;173165;21;;;;;;;;;;;;;;;;;;;;;;;;
236;f41_1_3;f41;1;3;filler;unrelated (pseudo_manner);grammatical;1;above;grammatical >> ?;condition 1 >> condition 3;5025;182705;23;;;;;;;;;;;;;;;;;;;;;;;;
236;f29_1_3;f29;1;3;filler;unrelated;grammatical;1;above;grammatical >> ?;condition 1 >> condition 3;5750;198673;25;;;;;;;;;;;;;;;;;;;;;;;;
236;f20_1_3;f20;1;3;filler;pseudo_windef;grammatical;1;below;? >> grammatical;condition 3 >> condition 1;5703;221014;29;;;;;;;;;;;;;;;;;;;;;;;;
236;f47_1_2;f47;1;2;filler;unrelated;grammatical;1;above;grammatical >> *;condition 1 >> condition 2;13504;253024;31;;;;;;;;;;;;;;;;;;;;;;;;
236;f33_1_3;f33;1;3;filler;unrelated;?;3;below;grammatical >> ?;condition 1 >> condition 3;6813;352115;49;;;;;;;;;;;;;;;;;;;;;;;;
236;f37_1_2;f37;1;2;filler;pseudo_CC/COM;grammatical;1;above;grammatical >> *;condition 1 >> condition 2;6123;380954;53;;;;;;;;;;;;;;;;;;;;;;;;
236;f43_1_3;f43;1;3;filler;unrelated;grammatical;1;below;? >> grammatical;condition 3 >> condition 1;3963;394440;56;;;;;;;;;;;;;;;;;;;;;;;;
236;f30_1_3;f30;1;3;filler;unrelated;grammatical;1;below;? >> grammatical;condition 3 >> condition 1;6992;448443;63;;;;;;;;;;;;;;;;;;;;;;;;
236;f28_1_2;f28;1;2;filler;unrelated;grammatical;1;below;* >> grammatical;condition 2 >> condition 1;5589;477362;67;;;;;;;;;;;;;;;;;;;;;;;;
236;f22_1_3;f22;1;3;filler;pseudo_windef;grammatical;1;below;? >> grammatical;condition 3 >> condition 1;5398;503426;71;;;;;;;;;;;;;;;;;;;;;;;;
237;f43_1_3;f43;1;3;filler;unrelated;grammatical;1;below;? >> grammatical;condition 3 >> condition 1;8754;102513;7;;;;;;;;;;;;;;;;;;;;;;;;
237;f47_1_2;f47;1;2;filler;unrelated;grammatical;1;above;grammatical >> *;condition 1 >> condition 2;13484;274813;16;;;;;;;;;;;;;;;;;;;;;;;;
237;f20_1_3;f20;1;3;filler;pseudo_windef;grammatical;1;below;? >> grammatical;condition 3 >> condition 1;9818;320431;21;;;;;;;;;;;;;;;;;;;;;;;;
237;f38_1_3;f38;1;3;filler;unrelated;grammatical;1;below;? >> grammatical;condition 3 >> condition 1;5870;336040;23;;;;;;;;;;;;;;;;;;;;;;;;
237;f30_1_3;f30;1;3;filler;unrelated;grammatical;1;above;grammatical >> ?;condition 1 >> condition 3;9433;359437;25;;;;;;;;;;;;;;;;;;;;;;;;
237;f28_1_2;f28;1;2;filler;unrelated;grammatical;1;below;* >> grammatical;condition 2 >> condition 1;10381;437985;30;;;;;;;;;;;;;;;;;;;;;;;;
237;f41_1_3;f41;1;3;filler;unrelated (pseudo_manner);grammatical;1;above;grammatical >> ?;condition 1 >> condition 3;16707;466285;32;;;;;;;;;;;;;;;;;;;;;;;;
237;f27_1_3;f27;1;3;filler;pseudo_manner/COM;grammatical;1;above;grammatical >> ?;condition 1 >> condition 3;9113;538651;40;;;;;;;;;;;;;;;;;;;;;;;;
237;f22_1_3;f22;1;3;filler;pseudo_windef;grammatical;1;below;? >> grammatical;condition 3 >> condition 1;7683;635565;49;;;;;;;;;;;;;;;;;;;;;;;;
237;f46_1_3;f46;1;3;filler;unrelated;grammatical;1;above;grammatical >> ?;condition 1 >> condition 3;7537;701085;55;;;;;;;;;;;;;;;;;;;;;;;;
237;f33_1_3;f33;1;3;filler;unrelated;grammatical;1;below;? >> grammatical;condition 3 >> condition 1;7411;734339;58;;;;;;;;;;;;;;;;;;;;;;;;
237;f29_1_3;f29;1;3;filler;unrelated;grammatical;1;below;? >> grammatical;condition 3 >> condition 1;16671;798621;63;;;;;;;;;;;;;;;;;;;;;;;;
237;f23_1_3;f23;1;3;filler;pseudo_windef;grammatical;1;above;grammatical >> ?;condition 1 >> condition 3;6963;825993;66;;;;;;;;;;;;;;;;;;;;;;;;
237;f37_1_2;f37;1;2;filler;pseudo_CC/COM;grammatical;1;above;grammatical >> *;condition 1 >> condition 2;13827;856729;69;;;;;;;;;;;;;;;;;;;;;;;;
238;f20_1_3;f20;1;3;filler;pseudo_windef;grammatical;1;above;grammatical >> ?;condition 1 >> condition 3;5133;39304;6;;;;;;;;;;;;;;;;;;;;;;;;
238;f46_1_3;f46;1;3;filler;unrelated;grammatical;1;above;grammatical >> ?;condition 1 >> condition 3;9218;85783;11;;;;;;;;;;;;;;;;;;;;;;;;
238;f28_1_2;f28;1;2;filler;unrelated;grammatical;1;below;* >> grammatical;condition 2 >> condition 1;5301;270363;33;;;;;;;;;;;;;;;;;;;;;;;;
238;f37_1_2;f37;1;2;filler;pseudo_CC/COM;grammatical;1;above;grammatical >> *;condition 1 >> condition 2;27105;371223;41;;;;;;;;;;;;;;;;;;;;;;;;
238;f22_1_3;f22;1;3;filler;pseudo_windef;grammatical;1;below;? >> grammatical;condition 3 >> condition 1;4202;395186;43;;;;;;;;;;;;;;;;;;;;;;;;
238;f41_1_3;f41;1;3;filler;unrelated (pseudo_manner);grammatical;1;above;grammatical >> ?;condition 1 >> condition 3;5567;451824;48;;;;;;;;;;;;;;;;;;;;;;;;
238;f33_1_3;f33;1;3;filler;unrelated;?;3;below;grammatical >> ?;condition 1 >> condition 3;8418;472996;51;;;;;;;;;;;;;;;;;;;;;;;;
238;f43_1_3;f43;1;3;filler;unrelated;grammatical;1;above;grammatical >> ?;condition 1 >> condition 3;3882;496385;54;;;;;;;;;;;;;;;;;;;;;;;;
238;f47_1_2;f47;1;2;filler;unrelated;grammatical;1;above;grammatical >> *;condition 1 >> condition 2;7317;523209;58;;;;;;;;;;;;;;;;;;;;;;;;
238;f27_1_3;f27;1;3;filler;pseudo_manner/COM;grammatical;1;above;grammatical >> ?;condition 1 >> condition 3;15553;565604;63;;;;;;;;;;;;;;;;;;;;;;;;
238;f23_1_3;f23;1;3;filler;pseudo_windef;grammatical;1;above;grammatical >> ?;condition 1 >> condition 3;6103;582645;66;;;;;;;;;;;;;;;;;;;;;;;;
238;f30_1_3;f30;1;3;filler;unrelated;grammatical;1;below;? >> grammatical;condition 3 >> condition 1;5219;593001;68;;;;;;;;;;;;;;;;;;;;;;;;
238;f38_1_3;f38;1;3;filler;unrelated;grammatical;1;below;? >> grammatical;condition 3 >> condition 1;3417;601755;70;;;;;;;;;;;;;;;;;;;;;;;;
238;f29_1_3;f29;1;3;filler;unrelated;grammatical;1;below;? >> grammatical;condition 3 >> condition 1;7752;609509;71;;;;;;;;;;;;;;;;;;;;;;;;
239;f29_1_3;f29;1;3;filler;unrelated;grammatical;1;below;? >> grammatical;condition 3 >> condition 1;12092;80115;9;;;;;;;;;;;;;;;;;;;;;;;;
239;f27_1_3;f27;1;3;filler;pseudo_manner/COM;grammatical;1;below;? >> grammatical;condition 3 >> condition 1;13493;118736;12;;;;;;;;;;;;;;;;;;;;;;;;
239;f22_1_3;f22;1;3;filler;pseudo_windef;grammatical;1;below;? >> grammatical;condition 3 >> condition 1;11310;141881;14;;;;;;;;;;;;;;;;;;;;;;;;
239;f46_1_3;f46;1;3;filler;unrelated;grammatical;1;below;? >> grammatical;condition 3 >> condition 1;6192;159196;16;;;;;;;;;;;;;;;;;;;;;;;;
239;f43_1_3;f43;1;3;filler;unrelated;grammatical;1;below;? >> grammatical;condition 3 >> condition 1;4874;201780;21;;;;;;;;;;;;;;;;;;;;;;;;
239;f37_1_2;f37;1;2;filler;pseudo_CC/COM;grammatical;1;below;* >> grammatical;condition 2 >> condition 1;7658;266946;29;;;;;;;;;;;;;;;;;;;;;;;;
239;f20_1_3;f20;1;3;filler;pseudo_windef;grammatical;1;below;? >> grammatical;condition 3 >> condition 1;6663;306154;33;;;;;;;;;;;;;;;;;;;;;;;;
239;f23_1_3;f23;1;3;filler;pseudo_windef;grammatical;1;above;grammatical >> ?;condition 1 >> condition 3;6542;351338;38;;;;;;;;;;;;;;;;;;;;;;;;
239;f28_1_2;f28;1;2;filler;unrelated;grammatical;1;below;* >> grammatical;condition 2 >> condition 1;6475;405635;44;;;;;;;;;;;;;;;;;;;;;;;;
239;f41_1_3;f41;1;3;filler;unrelated (pseudo_manner);grammatical;1;below;? >> grammatical;condition 3 >> condition 1;7083;469975;51;;;;;;;;;;;;;;;;;;;;;;;;
239;f47_1_2;f47;1;2;filler;unrelated;grammatical;1;above;grammatical >> *;condition 1 >> condition 2;6692;544331;62;;;;;;;;;;;;;;;;;;;;;;;;
239;f38_1_3;f38;1;3;filler;unrelated;grammatical;1;above;grammatical >> ?;condition 1 >> condition 3;6426;590357;68;;;;;;;;;;;;;;;;;;;;;;;;
239;f30_1_3;f30;1;3;filler;unrelated;grammatical;1;below;? >> grammatical;condition 3 >> condition 1;7606;608148;70;;;;;;;;;;;;;;;;;;;;;;;;
239;f33_1_3;f33;1;3;filler;unrelated;?;3;below;grammatical >> ?;condition 1 >> condition 3;9726;617877;71;;;;;;;;;;;;;;;;;;;;;;;;
240;f37_1_2;f37;1;2;filler;pseudo_CC/COM;grammatical;1;below;* >> grammatical;condition 2 >> condition 1;12223;137889;10;;;;;;;;;;;;;;;;;;;;;;;;
240;f46_1_3;f46;1;3;filler;unrelated;grammatical;1;above;grammatical >> ?;condition 1 >> condition 3;21052;344092;25;;;;;;;;;;;;;;;;;;;;;;;;
240;f28_1_2;f28;1;2;filler;unrelated;grammatical;1;below;* >> grammatical;condition 2 >> condition 1;14531;405963;31;;;;;;;;;;;;;;;;;;;;;;;;
240;f27_1_3;f27;1;3;filler;pseudo_manner/COM;grammatical;1;above;grammatical >> ?;condition 1 >> condition 3;18949;464416;36;;;;;;;;;;;;;;;;;;;;;;;;
240;f47_1_2;f47;1;2;filler;unrelated;grammatical;1;above;grammatical >> *;condition 1 >> condition 2;5564;476939;38;;;;;;;;;;;;;;;;;;;;;;;;
240;f23_1_3;f23;1;3;filler;pseudo_windef;grammatical;1;above;grammatical >> ?;condition 1 >> condition 3;6634;498478;41;;;;;;;;;;;;;;;;;;;;;;;;
240;f20_1_3;f20;1;3;filler;pseudo_windef;grammatical;1;above;grammatical >> ?;condition 1 >> condition 3;7148;516120;43;;;;;;;;;;;;;;;;;;;;;;;;
240;f30_1_3;f30;1;3;filler;unrelated;grammatical;1;above;grammatical >> ?;condition 1 >> condition 3;12245;539117;46;;;;;;;;;;;;;;;;;;;;;;;;
240;f33_1_3;f33;1;3;filler;unrelated;?;3;below;grammatical >> ?;condition 1 >> condition 3;12776;562451;48;;;;;;;;;;;;;;;;;;;;;;;;
240;f29_1_3;f29;1;3;filler;unrelated;grammatical;1;below;? >> grammatical;condition 3 >> condition 1;21902;602927;51;;;;;;;;;;;;;;;;;;;;;;;;
240;f38_1_3;f38;1;3;filler;unrelated;grammatical;1;above;grammatical >> ?;condition 1 >> condition 3;6908;621246;54;;;;;;;;;;;;;;;;;;;;;;;;
240;f22_1_3;f22;1;3;filler;pseudo_windef;grammatical;1;below;? >> grammatical;condition 3 >> condition 1;6546;739844;68;;;;;;;;;;;;;;;;;;;;;;;;
240;f43_1_3;f43;1;3;filler;unrelated;grammatical;1;below;? >> grammatical;condition 3 >> condition 1;4342;749335;70;;;;;;;;;;;;;;;;;;;;;;;;
240;f41_1_3;f41;1;3;filler;unrelated (pseudo_manner);grammatical;1;below;? >> grammatical;condition 3 >> condition 1;22740;772077;71;;;;;;;;;;;;;;;;;;;;;;;;
241;f27_1_3;f27;1;3;filler;pseudo_manner/COM;grammatical;1;below;? >> grammatical;condition 3 >> condition 1;36264;256942;8;;;;;;;;;;;;;;;;;;;;;;;;
241;f33_1_3;f33;1;3;filler;unrelated;grammatical;1;above;grammatical >> ?;condition 1 >> condition 3;18763;297977;10;;;;;;;;;;;;;;;;;;;;;;;;
241;f41_1_3;f41;1;3;filler;unrelated (pseudo_manner);grammatical;1;below;? >> grammatical;condition 3 >> condition 1;18442;427579;15;;;;;;;;;;;;;;;;;;;;;;;;
241;f46_1_3;f46;1;3;filler;unrelated;grammatical;1;above;grammatical >> ?;condition 1 >> condition 3;18948;558819;21;;;;;;;;;;;;;;;;;;;;;;;;
241;f37_1_2;f37;1;2;filler;pseudo_CC/COM;grammatical;1;below;* >> grammatical;condition 2 >> condition 1;29201;693421;26;;;;;;;;;;;;;;;;;;;;;;;;
241;f30_1_3;f30;1;3;filler;unrelated;grammatical;1;below;? >> grammatical;condition 3 >> condition 1;72165;906403;33;;;;;;;;;;;;;;;;;;;;;;;;
241;f28_1_2;f28;1;2;filler;unrelated;grammatical;1;below;* >> grammatical;condition 2 >> condition 1;11082;1018940;39;;;;;;;;;;;;;;;;;;;;;;;;
241;f23_1_3;f23;1;3;filler;pseudo_windef;grammatical;1;below;? >> grammatical;condition 3 >> condition 1;11760;1057543;42;;;;;;;;;;;;;;;;;;;;;;;;
241;f47_1_2;f47;1;2;filler;unrelated;grammatical;1;above;grammatical >> *;condition 1 >> condition 2;11098;1193235;50;;;;;;;;;;;;;;;;;;;;;;;;
241;f20_1_3;f20;1;3;filler;pseudo_windef;grammatical;1;below;? >> grammatical;condition 3 >> condition 1;11336;1219746;52;;;;;;;;;;;;;;;;;;;;;;;;
241;f22_1_3;f22;1;3;filler;pseudo_windef;grammatical;1;above;grammatical >> ?;condition 1 >> condition 3;10265;1499709;58;;;;;;;;;;;;;;;;;;;;;;;;
241;f38_1_3;f38;1;3;filler;unrelated;grammatical;1;above;grammatical >> ?;condition 1 >> condition 3;6062;1602373;64;;;;;;;;;;;;;;;;;;;;;;;;
241;f29_1_3;f29;1;3;filler;unrelated;?;3;above;? >> grammatical;condition 3 >> condition 1;12965;1625880;66;;;;;;;;;;;;;;;;;;;;;;;;
241;f43_1_3;f43;1;3;filler;unrelated;grammatical;1;above;grammatical >> ?;condition 1 >> condition 3;5680;1663101;70;;;;;;;;;;;;;;;;;;;;;;;;
244;f41_1_3;f41;1;3;filler;unrelated (pseudo_manner);grammatical;1;above;grammatical >> ?;condition 1 >> condition 3;9976;126500;10;;;;;;;;;;;;;;;;;;;;;;;;
244;f46_1_3;f46;1;3;filler;unrelated;grammatical;1;below;? >> grammatical;condition 3 >> condition 1;14621;179442;16;;;;;;;;;;;;;;;;;;;;;;;;
244;f38_1_3;f38;1;3;filler;unrelated;grammatical;1;above;grammatical >> ?;condition 1 >> condition 3;9820;222414;20;;;;;;;;;;;;;;;;;;;;;;;;
244;f37_1_2;f37;1;2;filler;pseudo_CC/COM;grammatical;1;above;grammatical >> *;condition 1 >> condition 2;12819;251541;23;;;;;;;;;;;;;;;;;;;;;;;;
244;f23_1_3;f23;1;3;filler;pseudo_windef;grammatical;1;below;? >> grammatical;condition 3 >> condition 1;5686;266933;25;;;;;;;;;;;;;;;;;;;;;;;;
244;f30_1_3;f30;1;3;filler;unrelated;grammatical;1;below;? >> grammatical;condition 3 >> condition 1;8357;290359;28;;;;;;;;;;;;;;;;;;;;;;;;
244;f28_1_2;f28;1;2;filler;unrelated;grammatical;1;above;grammatical >> *;condition 1 >> condition 2;9390;320556;30;;;;;;;;;;;;;;;;;;;;;;;;
244;f22_1_3;f22;1;3;filler;pseudo_windef;grammatical;1;above;grammatical >> ?;condition 1 >> condition 3;6912;384428;36;;;;;;;;;;;;;;;;;;;;;;;;
244;f29_1_3;f29;1;3;filler;unrelated;?;3;below;grammatical >> ?;condition 1 >> condition 3;12898;416087;38;;;;;;;;;;;;;;;;;;;;;;;;
244;f47_1_2;f47;1;2;filler;unrelated;grammatical;1;below;* >> grammatical;condition 2 >> condition 1;5085;494678;46;;;;;;;;;;;;;;;;;;;;;;;;
244;f43_1_3;f43;1;3;filler;unrelated;grammatical;1;below;? >> grammatical;condition 3 >> condition 1;6156;533606;51;;;;;;;;;;;;;;;;;;;;;;;;
244;f33_1_3;f33;1;3;filler;unrelated;?;3;above;? >> grammatical;condition 3 >> condition 1;12358;593189;58;;;;;;;;;;;;;;;;;;;;;;;;
244;f27_1_3;f27;1;3;filler;pseudo_manner/COM;grammatical;1;below;? >> grammatical;condition 3 >> condition 1;7917;687316;68;;;;;;;;;;;;;;;;;;;;;;;;
244;f20_1_3;f20;1;3;filler;pseudo_windef;grammatical;1;above;grammatical >> ?;condition 1 >> condition 3;6513;713566;71;;;;;;;;;;;;;;;;;;;;;;;;
245;f37_1_2;f37;1;2;filler;pseudo_CC/COM;grammatical;1;below;* >> grammatical;condition 2 >> condition 1;5150;44534;7;;;;;;;;;;;;;;;;;;;;;;;;
245;f41_1_3;f41;1;3;filler;unrelated (pseudo_manner);?;3;below;grammatical >> ?;condition 1 >> condition 3;5966;65822;10;;;;;;;;;;;;;;;;;;;;;;;;
245;f43_1_3;f43;1;3;filler;unrelated;grammatical;1;below;? >> grammatical;condition 3 >> condition 1;4397;77246;12;;;;;;;;;;;;;;;;;;;;;;;;
245;f23_1_3;f23;1;3;filler;pseudo_windef;grammatical;1;above;grammatical >> ?;condition 1 >> condition 3;5877;156205;21;;;;;;;;;;;;;;;;;;;;;;;;
245;f30_1_3;f30;1;3;filler;unrelated;grammatical;1;above;grammatical >> ?;condition 1 >> condition 3;7550;177317;24;;;;;;;;;;;;;;;;;;;;;;;;
245;f38_1_3;f38;1;3;filler;unrelated;grammatical;1;above;grammatical >> ?;condition 1 >> condition 3;5231;224836;32;;;;;;;;;;;;;;;;;;;;;;;;
245;f20_1_3;f20;1;3;filler;pseudo_windef;grammatical;1;above;grammatical >> ?;condition 1 >> condition 3;7873;237253;34;;;;;;;;;;;;;;;;;;;;;;;;
245;f28_1_2;f28;1;2;filler;unrelated;grammatical;1;above;grammatical >> *;condition 1 >> condition 2;9845;276523;39;;;;;;;;;;;;;;;;;;;;;;;;
245;f46_1_3;f46;1;3;filler;unrelated;grammatical;1;above;grammatical >> ?;condition 1 >> condition 3;8295;348747;49;;;;;;;;;;;;;;;;;;;;;;;;
245;f47_1_2;f47;1;2;filler;unrelated;grammatical;1;above;grammatical >> *;condition 1 >> condition 2;5934;366434;53;;;;;;;;;;;;;;;;;;;;;;;;
245;f27_1_3;f27;1;3;filler;pseudo_manner/COM;grammatical;1;below;? >> grammatical;condition 3 >> condition 1;5564;393754;58;;;;;;;;;;;;;;;;;;;;;;;;
245;f33_1_3;f33;1;3;filler;unrelated;grammatical;1;above;grammatical >> ?;condition 1 >> condition 3;6024;448012;66;;;;;;;;;;;;;;;;;;;;;;;;
245;f29_1_3;f29;1;3;filler;unrelated;grammatical;1;below;? >> grammatical;condition 3 >> condition 1;6623;460162;68;;;;;;;;;;;;;;;;;;;;;;;;
245;f22_1_3;f22;1;3;filler;pseudo_windef;grammatical;1;above;grammatical >> ?;condition 1 >> condition 3;7942;476932;71;;;;;;;;;;;;;;;;;;;;;;;;
246;f41_1_3;f41;1;3;filler;unrelated (pseudo_manner);grammatical;1;below;? >> grammatical;condition 3 >> condition 1;12247;119883;8;;;;;;;;;;;;;;;;;;;;;;;;
246;f38_1_3;f38;1;3;filler;unrelated;grammatical;1;below;? >> grammatical;condition 3 >> condition 1;8879;190290;13;;;;;;;;;;;;;;;;;;;;;;;;
